Target Latitude,Target Longitude,Hello
48.12,16.53,Unique
38.45,16.55,Unique
38.77,16.55,Unique
39.88,16.55,Unique
48.3,16.57,Unique
31.21,16.59,Unique
38.9,16.62,Unique
43.18,16.62,Unique
47.02,16.62,Unique
47.23,16.62,Unique
48.12,16.62,Unique
49.2,16.62,Unique
48.2,16.63,Unique
47.62,16.65,Unique
41,16.67,Unique
43.45,16.67,Unique
46,16.67,Unique
47,16.67,Unique
47.33,16.67,Unique
48,16.67,Unique
44.97,16.72,Unique
53.15,16.73,Unique
41.14,16.77,Unique
40.37,16.82,Unique
46.85,16.83,Unique
40.9,16.85,Unique
41.14,16.85,Unique
47.95,16.85,Unique
41.1,16.87,Unique
46,16.88,Unique
48.77,16.88,Unique
47.25,16.93,Unique
50.18,16.95,Unique
48.22,16.96,Unique
52.42,16.97,Unique
38.67,17,Unique
40.33,17,Unique
43.83,17,Unique
45,17,Unique
45.33,17,Unique
46,17,Unique
46.33,17,Unique
46.67,17,Unique
47,17,Unique
47.33,17,Unique
47.58,17,Unique
47.67,17,Unique
49,17,Unique
49.33,17,Unique
51.12,17,Unique
52.33,17,Unique
46.45,17.03,Unique
48.45,17.03,Unique
44.72,17.07,Unique
48.15,17.12,Unique
49.78,17.12,Unique
39.08,17.13,Unique
39.09,17.13,Unique
48.85,17.13,Unique
49.48,17.13,Unique
47.27,17.15,Unique
48.58,17.15,Unique
44.77,17.17,Unique
47.92,17.17,Unique
26.34,17.23,Unique
40.47,17.23,Unique
40.48,17.23,Unique
46.77,17.25,Unique
47.88,17.27,Unique
46.3,17.3,Unique
40.33,17.33,Unique
45,17.33,Unique
47,17.33,Unique
47.33,17.33,Unique
47.67,17.33,Unique
49,17.33,Unique
49.67,17.33,Unique
50,17.33,Unique
49.3,17.38,Unique
40.52,17.4,Unique
40.53,17.42,Unique
43.5,17.42,Unique
46.57,17.42,Unique
47.32,17.45,Unique
45.97,17.47,Unique
45.91,17.53,Unique
47.22,17.58,Unique
44.84,17.59,Unique
40.4,17.63,Unique
47.68,17.63,Unique
40.05,17.65,Unique
44.23,17.65,Unique
47.8,17.65,Unique
43.03,17.67,Unique
46,17.67,Unique
46.67,17.67,Unique
47,17.67,Unique
48,17.67,Unique
48.33,17.67,Unique
49.22,17.67,Unique
50.33,17.67,Unique
46.37,17.8,Unique
43.33,17.82,Unique
47.3,17.83,Unique
43.97,17.88,Unique
44.18,17.9,Unique
47.1,17.92,Unique
50.68,17.92,Unique
40.66,17.95,Unique
47.92,18,Unique
48,18,Unique
50,18,Unique
45.15,18.02,Unique
44.55,18.1,Unique
44.73,18.1,Unique
47.75,18.1,Unique
47.22,18.13,Unique
40.28,18.15,Unique
40.35,18.15,Unique
42.65,18.15,Unique
47.73,18.17,Unique
48,18.17,Unique
46.07,18.22,Unique
47.37,18.22,Unique
47.73,18.25,Unique
43.87,18.3,Unique
46.85,18.3,Unique
49.85,18.3,Unique
50.33,18.3,Unique
50.52,18.3,Unique
42.33,18.33,Unique
39.87,18.37,Unique
47.6,18.37,Unique
49.93,18.37,Unique
47.2,18.42,Unique
35.81,18.45,Unique
47.82,18.48,Unique
50.1,18.53,Unique
54.5,18.55,Unique
30.46,18.56,Unique
30.52,18.57,Unique
30.48,18.58,Unique
50.28,18.65,Unique
46,18.67,Unique
49,18.67,Unique
54.35,18.67,Unique
45.57,18.7,Unique
42.42,18.78,Unique
45.27,18.83,Unique
49.12,18.92,Unique
42.89,18.96,Unique
46.18,18.97,Unique
43.8,19,Unique
45,19,Unique
45.37,19,Unique
45.67,19,Unique
69.58,19,Unique
47.5,19.03,Unique
43.03,19.12,Unique
30.27,19.2,Unique
50.03,19.23,Unique
45.4,19.27,Unique
42.43,19.28,Unique
43.78,19.3,Unique
43.33,19.33,Unique
42.56,19.38,Unique
43.37,19.38,Unique
40.73,19.45,Unique
41.32,19.45,Unique
41.32,19.47,Unique
49.88,19.48,Unique
50.17,19.48,Unique
40.47,19.49,Unique
35,19.5,Unique
40.3,19.5,Unique
40.56,19.53,Unique
42.76,19.55,Unique
44.97,19.62,Unique
30.44,19.67,Unique
46.1,19.67,Unique
46.67,19.67,Unique
47.68,19.7,Unique
39.35,19.75,Unique
40,19.75,Unique
47.18,19.78,Unique
40.87,19.79,Unique
42.75,19.8,Unique
41.33,19.82,Unique
39.5,19.83,Unique
41.33,19.83,Unique
44.73,19.83,Unique
45.27,19.83,Unique
40.72,19.95,Unique
44.07,19.95,Unique
33,20,Unique
43.28,20,Unique
32.09,20.01,Unique
39.86,20.01,Unique
40.44,20.01,Unique
40.3,20.02,Unique
40.54,20.03,Unique
40.26,20.04,Unique
32.11,20.05,Unique
40.91,20.05,Unique
32.15,20.07,Unique
41.1,20.07,Unique
30.83,20.08,Unique
40.07,20.13,Unique
46.23,20.13,Unique
41.15,20.17,Unique
47.18,20.18,Unique
30.76,20.22,Unique
30.76,20.23,Unique
50.72,20.25,Unique
32.1,20.27,Unique
42.67,20.28,Unique
47.18,20.3,Unique
39.43,20.34,Unique
30.6,20.35,Unique
43.13,20.48,Unique
44.82,20.48,Unique
47.52,20.5,Unique
52.7,20.5,Unique
50.77,20.58,Unique
47.17,20.62,Unique
40.9,20.66,Unique
29.92,20.7,Unique
43.72,20.7,Unique
48.12,20.72,Unique
44.87,20.73,Unique
43.43,20.77,Unique
47.63,20.78,Unique
32.5,20.8,Unique
48.12,20.8,Unique
43.27,20.82,Unique
32.5,20.89,Unique
44.02,20.93,Unique
44.65,20.93,Unique
44.65,20.95,Unique
45.08,20.98,Unique
31.58,21.02,Unique
46.65,21.08,Unique
45.75,21.23,Unique
44,21.25,Unique
46.18,21.32,Unique
41.03,21.33,Unique
43.93,21.37,Unique
38.22,21.38,Unique
32.22,21.4,Unique
40.78,21.42,Unique
37.83,21.43,Unique
42,21.47,Unique
47.68,21.52,Unique
47.22,21.53,Unique
41.35,21.55,Unique
38.33,21.62,Unique
47.53,21.62,Unique
39.7,21.63,Unique
36.9,21.68,Unique
47.97,21.72,Unique
43.46,21.75,Unique
43.39,21.76,Unique
40.29,21.84,Unique
43.32,21.9,Unique
43,21.93,Unique
39.23,21.95,Unique
70,22,Unique
32.17,22.28,Unique
43,22.33,Unique
40.79,22.41,Unique
39.63,22.42,Unique
33.83,22.5,Unique
34,22.5,Unique
34.87,22.5,Unique
40.99,22.57,Unique
32.77,22.63,Unique
34.7,22.63,Unique
34.67,22.67,Unique
44.63,22.67,Unique
41.22,22.7,Unique
41.44,22.71,Unique
37.63,22.73,Unique
32.58,22.77,Unique
46.13,22.8,Unique
36.8,22.85,Unique
40.96,22.85,Unique
40.69,22.86,Unique
43.63,22.88,Unique
40.63,22.94,Unique
37.95,22.96,Unique
40.5,22.98,Unique
40.63,22.98,Unique
42.61,23.04,Unique
32.27,23.07,Unique
32.33,23.07,Unique
32.4,23.13,Unique
42.27,23.13,Unique
32.4,23.14,Unique
41.4,23.21,Unique
42.7,23.32,Unique
32.17,23.33,Unique
38,23.35,Unique
32.15,23.36,Unique
31.59,23.48,Unique
37.97,23.48,Unique
36,23.5,Unique
37.97,23.5,Unique
44.55,23.52,Unique
49.37,23.52,Unique
38.03,23.55,Unique
38.06,23.55,Unique
43.22,23.55,Unique
31.67,23.58,Unique
33.82,23.6,Unique
38.01,23.6,Unique
49.63,23.65,Unique
37.93,23.67,Unique
38.17,23.67,Unique
38.42,23.68,Unique
32.05,23.7,Unique
44.3,23.8,Unique
31.6,23.83,Unique
35.51,23.83,Unique
35.53,23.83,Unique
35.52,23.85,Unique
48.18,23.9,Unique
31.91,23.91,Unique
32.04,23.95,Unique
32.25,23.95,Unique
32.08,23.98,Unique
45.02,24,Unique
32.09,24.01,Unique
32.17,24.04,Unique
35.29,24.04,Unique
35.49,24.07,Unique
30.05,24.08,Unique
45.8,24.15,Unique
49.92,24.42,Unique
33.87,24.62,Unique
30.67,24.67,Unique
42.15,24.75,Unique
35.2,24.8,Unique
42.65,24.8,Unique
31.68,24.92,Unique
35.25,25,Unique
39.57,25,Unique
31.94,25.02,Unique
31.58,25.05,Unique
31.75,25.09,Unique
32.3,25.1,Unique
31.5,25.12,Unique
35.34,25.14,Unique
35.34,25.17,Unique
31.63,25.25,Unique
35.2,25.33,Unique
44.98,25.42,Unique
44.93,25.48,Unique
45.63,25.57,Unique
35.19,25.72,Unique
35.17,25.75,Unique
45.13,25.75,Unique
31.6,25.92,Unique
43.9,25.97,Unique
40.72,26,Unique
44.33,26,Unique
44.96,26.02,Unique
44.93,26.05,Unique
44.03,26.07,Unique
44.42,26.1,Unique
44.53,26.1,Unique
36.55,26.35,Unique
43.33,26.67,Unique
45.13,26.8,Unique
37.15,26.85,Unique
37.16,26.85,Unique
35.58,27.13,Unique
35.62,27.17,Unique
31.33,27.2,Unique
45.7,27.22,Unique
31.35,27.23,Unique
31.36,27.23,Unique
31.1,27.52,Unique
31.16,27.52,Unique
47.17,27.62,Unique
35.95,27.77,Unique
31.05,27.84,Unique
31.05,27.93,Unique
31.07,27.95,Unique
36.12,28.03,Unique
44.34,28.03,Unique
31.05,28.06,Unique
45.47,28.07,Unique
36.41,28.09,Unique
31.03,28.27,Unique
36.63,28.27,Unique
30.98,28.28,Unique
31.07,28.3,Unique
36.47,28.33,Unique
45.33,28.33,Unique
31.05,28.39,Unique
31.03,28.43,Unique
31.03,28.47,Unique
45.27,28.47,Unique
30.98,28.56,Unique
30.95,28.58,Unique
45.22,28.58,Unique
30.98,28.6,Unique
30.8,28.62,Unique
30.88,28.62,Unique
31,28.62,Unique
30.87,28.64,Unique
30.78,28.65,Unique
30.81,28.65,Unique
30.92,28.65,Unique
31,28.65,Unique
30.84,28.67,Unique
30.89,28.67,Unique
44.17,28.67,Unique
30.75,28.68,Unique
30.89,28.68,Unique
30.86,28.69,Unique
30.88,28.69,Unique
30.98,28.69,Unique
30.89,28.7,Unique
30.86,28.71,Unique
30.83,28.72,Unique
30.86,28.72,Unique
30.75,28.73,Unique
30.89,28.76,Unique
30.75,28.8,Unique
30.5,28.83,Unique
30.51,28.84,Unique
30.49,28.88,Unique
30.52,28.88,Unique
30.55,28.91,Unique
30.52,28.92,Unique
30.56,28.92,Unique
30.56,28.93,Unique
30.49,28.94,Unique
30.45,28.97,Unique
30.48,28.97,Unique
30.57,28.99,Unique
30.43,29,Unique
30.48,29,Unique
30.45,29.02,Unique
30.47,29.04,Unique
30.56,29.07,Unique
30.49,29.09,Unique
30.51,29.09,Unique
30.59,29.14,Unique
35.48,29.15,Unique
35.13,33.95,Unique
33.89,35.51,Unique
33.54,35.58,Unique
33.7,35.58,Unique
33.7,35.68,Unique
34.31,35.69,Unique
33.83,35.73,Unique
35.5,35.75,Unique
35.54,35.76,Unique
33.13,35.82,Unique
31.43,35.83,Unique
35.19,35.93,Unique
33.85,35.99,Unique
12.9667,36.2,Unique
33.36,36.24,Unique
34.68,36.25,Unique
33.51,36.29,Unique
15.45,36.4,Unique
32.7,36.57,Unique
35.12,36.71,Unique
11.2667,36.8333,Unique
10.7,37.067,Unique
15.1817,37.0747,Unique
36.22,37.17,Unique
5.633,37.417,Unique
12.55,37.4333,Unique
12.6,37.4667,Unique
15.55,37.8833,Unique
13.183,37.95,Unique
4.88333,38.0833,Unique
4.8833333,38.0833333,Unique
34.56,38.27,Unique
15.7833,38.45,Unique
7.2,38.6,Unique
5.016,38.682,Unique
9.0272,38.7369,Unique
15.33,38.93,Unique
15.3333,38.9333,Unique
14.9936,39.0433,Unique
3.527,39.056,Unique
15.6,39.45,Unique
13.4674,39.5335,Unique
15.7,39.6,Unique
11.0769,39.745,Unique
35.33,40.15,Unique
35.17,40.37,Unique
2.8094,40.9358,Unique
9.5833,41.8667,Unique
1108,42.55,Unique
13.0167,42.7333,Unique
36.31,43.15,Unique
33.42,43.3,Unique
33.38,43.57,Unique
3.066667,43.649802,Unique
33.35,43.78,Unique
33.28,43.99,Unique
35.5,44.3,Unique
33.3,44.37,Unique
33.28,44.49,Unique
33.38,44.5,Unique
2.0411,45.3426,Unique
3.55,72.75,Unique
50.13,82,Unique
10.922191,82.23645,Unique
23.26666667,89.03333333,Unique
20.5,90.91666667,Unique
20.58333333,92.3,Unique
20.83333333,92.36666667,Unique
20.83333333,92.4,Unique
20.75,92.41666667,Unique
20.68333333,92.43333333,Unique
20.96666667,92.5,Unique
20.8667,92.5333,Unique
20.76666667,92.55,Unique
20.7,92.58333333,Unique
21.66666667,92.66666667,Unique
20.35,92.68333333,Unique
11.68333333,92.71666667,Unique
11.684045,92.735339,Unique
12.5,92.75,Unique
20.483333,92.75,Unique
20.25,92.7667,Unique
20.16666667,92.83333333,Unique
21.33333333,92.83333333,Unique
20.132708,92.872628,Unique
20.15,92.9,Unique
21.08333333,92.91666667,Unique
20.65,92.93333333,Unique
20.38333333,92.95,Unique
20.63333333,92.95,Unique
24.35,92.95,Unique
20.75,93,Unique
13.283418,93.083249,Unique
21.16666667,93.08333333,Unique
20.75,93.15,Unique
20.41666667,93.33333333,Unique
21.5,93.33333333,Unique
20.08333333,93.41666667,Unique
20.13333333,93.43333333,Unique
21,93.58333333,Unique
22.66666667,93.58333333,Unique
23.375833,93.653889,Unique
18.7,93.73333333,Unique
23.25,93.75,Unique
23.3,93.75,Unique
22.96666667,93.76666667,Unique
19.08333333,93.86666667,Unique
23.41666667,93.91666667,Unique
24.82,93.95,Unique
24.95,94.03333333,Unique
22.95,94.05,Unique
23.18333333,94.06666667,Unique
23.50293,94.0876,Unique
21.95,94.1,Unique
19.35,94.13333333,Unique
21.06666667,94.15,Unique
20.83333333,94.2,Unique
20.45,94.23333333,Unique
15.95,94.25,Unique
15.86666667,94.28333333,Unique
16.66666667,94.28333333,Unique
23.2,94.3,Unique
23.213333,94.318333,Unique
18.85,94.33333333,Unique
19.91666667,94.33333333,Unique
23,94.33333333,Unique
23.16666667,94.35,Unique
18.466667,94.366667,Unique
18.46666667,94.38333333,Unique
23.3,94.41666667,Unique
23.4,94.41666667,Unique
23.63333333,94.41666667,Unique
23.35,94.416667,Unique
20.85,94.43333333,Unique
20.91666667,94.43333333,Unique
23.71666667,94.45,Unique
21.45,94.46666667,Unique
22.88333333,94.5,Unique
24.2,94.517,Unique
24.166667,94.583333,Unique
19.4,94.58333333,Unique
24.16666667,94.6,Unique
15.95,94.65,Unique
21.01666667,94.65,Unique
19.11666667,94.66666667,Unique
24.18333333,94.66666667,Unique
24.466667,94.683333,Unique
17.5,94.68333333,Unique
16.766667,94.716667,Unique
16.78333333,94.73333333,Unique
21.03333333,94.73333333,Unique
19.35,94.75,Unique
23.15,94.75,Unique
16.8152,94.7799,Unique
20.9,94.8,Unique
20.96666667,94.81666667,Unique
23.15,94.81666667,Unique
24.26666667,94.81666667,Unique
23.15,94.83333333,Unique
24.4,94.83333333,Unique
20.53333333,94.85,Unique
19.05,94.8666,Unique
20.73333333,94.86666667,Unique
20.46504,94.8712,Unique
20.458261,94.873181,Unique
19.183333,94.883333,Unique
20.95,94.88333333,Unique
21.93333333,94.88333333,Unique
17.45,94.91666667,Unique
20.08333333,94.91666667,Unique
20.16666667,94.91666667,Unique
24.86666667,94.91666667,Unique
10.6,94.93333333,Unique
24.11666667,94.95,Unique
24.65,94.95,Unique
16.06666667,94.96666667,Unique
24.4656,94.98199,Unique
16.96666667,94.98333333,Unique
24.1,95,Unique
24.9833,95.0333,Unique
16.35,95.03333333,Unique
16.25,95.05,Unique
18.68333333,95.05,Unique
5.75,95.08333333,Unique
18.66666667,95.08333333,Unique
22.2,95.08333333,Unique
25.08333333,95.08333333,Unique
15.833333,95.1,Unique
18.31666667,95.1,Unique
19.23333333,95.1,Unique
21.33333333,95.1,Unique
20.83333333,95.11666667,Unique
22.116667,95.133333,Unique
18.96666667,95.13333333,Unique
20.85,95.13333333,Unique
22.11666667,95.13333333,Unique
18.83333333,95.16666667,Unique
18.9,95.16666667,Unique
22.41666667,95.16666667,Unique
22.5,95.16666667,Unique
20.016667,95.166667,Unique
19.7167,95.1667,Unique
18.86666667,95.18333333,Unique
19.38333333,95.18333333,Unique
18.78333333,95.2,Unique
27.5,95.2,Unique
18.81666667,95.21666667,Unique
18.95,95.21666667,Unique
20.95,95.21666667,Unique
24.56666667,95.21666667,Unique
19.38,95.23,Unique
19.28333333,95.23333333,Unique
21.41666667,95.23333333,Unique
23.8,95.25,Unique
21.26666667,95.31666667,Unique
21.4,95.31666667,Unique
16.666667,95.316667,Unique
21.43333333,95.33333333,Unique
24.08333333,95.33333333,Unique
25.33333333,95.33333333,Unique
16.61666667,95.35,Unique
21.45,95.38333333,Unique
24.28333333,95.38333333,Unique
20,95.4,Unique
23.2,95.4,Unique
23.25,95.4,Unique
18.31666667,95.41666667,Unique
21.41666667,95.41666667,Unique
24.08333333,95.41666667,Unique
22.866667,95.433333,Unique
17.7,95.43333333,Unique
19.7,95.43333333,Unique
20.2,95.45,Unique
17.65,95.46666667,Unique
21.33333333,95.46666667,Unique
21.78333333,95.46666667,Unique
21.31666667,95.48333333,Unique
21.33333333,95.48333333,Unique
21.88333333,95.48333333,Unique
18.48333333,95.5,Unique
23.06666667,95.5,Unique
24.63333333,95.5,Unique
21.36666667,95.51666667,Unique
23.2,95.51666667,Unique
21.983333,95.533333,Unique
19.85,95.53333333,Unique
21.7,95.53333333,Unique
20,95.55,Unique
21.83333333,95.55,Unique
24.125705,95.563039,Unique
21.91666667,95.58333333,Unique
22.83333333,95.58333333,Unique
22.91666667,95.58333333,Unique
26.5,95.58333333,Unique
18.51666667,95.61666667,Unique
21.933333,95.633333,Unique
16.73333333,95.65,Unique
21.1,95.65,Unique
24.51666667,95.65,Unique
24.53333333,95.65,Unique
23.75,95.6666,Unique
21.43333333,95.66666667,Unique
22.58333333,95.66666667,Unique
22.66666667,95.66666667,Unique
22.75,95.66666667,Unique
26.25,95.66666667,Unique
22.90164,95.678936,Unique
23.90164,95.678936,Unique
23.899722,95.680278,Unique
16.25,95.68333333,Unique
17.26666667,95.68333333,Unique
21.78333333,95.68333333,Unique
23.51666667,95.68333333,Unique
23.78333333,95.68333333,Unique
17.38333333,95.7,Unique
23.91666667,95.7,Unique
16.88333333,95.71666667,Unique
17,95.71666667,Unique
17.98333333,95.71666667,Unique
21.68333333,95.71666667,Unique
17.2,95.73333333,Unique
21.402134,95.735221,Unique
17.78333333,95.75,Unique
17.8,95.75,Unique
18,95.75,Unique
22.333333,95.75,Unique
26.5,95.75,Unique
19.65,95.76666667,Unique
21.91666667,95.76666667,Unique
21.25,95.78333333,Unique
21.98333333,95.78333333,Unique
24.01666667,95.81666667,Unique
18.616667,95.833333,Unique
20.83333333,95.83333333,Unique
20.91666667,95.83333333,Unique
22.58333333,95.83333333,Unique
24,95.83333333,Unique
23.96666667,95.85,Unique
24.25,95.85,Unique
24.4,95.85,Unique
20.81666667,95.86666667,Unique
21.86666667,95.86666667,Unique
23.983333,95.883333,Unique
24.7333333,95.8833333,Unique
21.88333333,95.88333333,Unique
24.18333333,95.88333333,Unique
17.81666667,95.9,Unique
17.83333333,95.9,Unique
22.08333333,95.9166666,Unique
22,95.91666667,Unique
22.16666667,95.91666667,Unique
22.75,95.91666667,Unique
24.38333333,95.91666667,Unique
25.75,95.91666667,Unique
21.1,95.9333333,Unique
17.7,95.93333333,Unique
22.63333333,95.93333333,Unique
22.8,95.96666667,Unique
17.5,95.98333333,Unique
18.15,95.98333333,Unique
21.81666667,95.98333333,Unique
21.88333333,95.98333333,Unique
23.01666667,95.98333333,Unique
24.05,95.98333333,Unique
21.876687,95.996137,Unique
20.4,96,Unique
20.91666667,96,Unique
21.86666667,96,Unique
23.25,96,Unique
23.31666667,96,Unique
24.6166667,96,Unique
25.48333333,96,Unique
26.41666667,96,Unique
26.58333333,96,Unique
17.25,96.01666667,Unique
24.26666667,96.01666667,Unique
19.6,96.03333333,Unique
23.73333333,96.03333333,Unique
24.08333333,96.03333333,Unique
24.15,96.03333333,Unique
24.25,96.03333333,Unique
20.75,96.05,Unique
20.85,96.05,Unique
21.81666667,96.05,Unique
23.01666667,96.05,Unique
24.13333333,96.05,Unique
24.15,96.05,Unique
20.58333333,96.06666667,Unique
20.98333333,96.06666667,Unique
21.51666667,96.06666667,Unique
21.85,96.06666667,Unique
23.81666667,96.06666667,Unique
24.18333333,96.06666667,Unique
24.5,96.06666667,Unique
25.23333333,96.06666667,Unique
17.1167,96.0667,Unique
21.935916,96.078743,Unique
21.933333,96.0833333,Unique
20.53333333,96.08333333,Unique
20.66666667,96.08333333,Unique
21.98333333,96.08333333,Unique
23.11666667,96.08333333,Unique
23.73333333,96.08333333,Unique
21.977222,96.085833,Unique
16.88333333,96.1,Unique
20.55,96.1,Unique
21.73333333,96.1,Unique
22.21666667,96.1,Unique
25.5,96.1,Unique
23.866277,96.115851,Unique
16.85,96.11666667,Unique
17.06666667,96.11666667,Unique
19.63333333,96.11666667,Unique
19.66666667,96.11666667,Unique
21.23333333,96.11666667,Unique
24.2,96.11666667,Unique
16.907305,96.133222,Unique
16.9,96.13333333,Unique
21.41666667,96.13333333,Unique
21.6,96.13333333,Unique
24.21666667,96.13333333,Unique
16.7833,96.15,Unique
16.8,96.15,Unique
19.73333333,96.15,Unique
23.73333333,96.15,Unique
24.21666667,96.15,Unique
24.73333333,96.15,Unique
25.55,96.15,Unique
16.769211,96.158739,Unique
16.76666667,96.16666667,Unique
20.31666667,96.16666667,Unique
21.35,96.16666667,Unique
24.5,96.16666667,Unique
26.33333333,96.16666667,Unique
16.81666667,96.18333333,Unique
19.66666667,96.18333333,Unique
20.81666667,96.18333333,Unique
21.35,96.18333333,Unique
21.5,96.18333333,Unique
24.38333333,96.18333333,Unique
24.45,96.18333333,Unique
24.46666667,96.18333333,Unique
24.48333333,96.18333333,Unique
24.53333333,96.18333333,Unique
16.76666667,96.2,Unique
19.88333333,96.2,Unique
20.13333333,96.2,Unique
21.56666667,96.2,Unique
24.23333333,96.2,Unique
24.3,96.2,Unique
24.33333333,96.2,Unique
24.51666667,96.2,Unique
24.53333333,96.2,Unique
24.56666667,96.2,Unique
24.58333333,96.2,Unique
16.849926,96.209541,Unique
16.78333333,96.21666667,Unique
17.1,96.21666667,Unique
19.73333333,96.21666667,Unique
19.61666667,96.23333333,Unique
20.05,96.23333333,Unique
24.66666667,96.23333333,Unique
18.06666667,96.25,Unique
21.95,96.25,Unique
24.26666667,96.25,Unique
26.66666667,96.25,Unique
21.9,96.28333333,Unique
24.73333333,96.28333333,Unique
19.26666667,96.3,Unique
24.23333333,96.3,Unique
25.1,96.3,Unique
24.231264,96.302247,Unique
17.15,96.31666667,Unique
16.93,96.32009,Unique
24.85,96.33333,Unique
17.41666667,96.33333333,Unique
25.66666667,96.33333333,Unique
23.96994,96.33928,Unique
24.171254,96.346992,Unique
24.183333,96.346992,Unique
19.33333333,96.35,Unique
24.16666667,96.35,Unique
24.183333,96.35,Unique
24.311,96.35,Unique
24.78333333,96.35,Unique
24.85,96.35,Unique
25.01666667,96.35,Unique
16.473012,96.359404,Unique
19.03333333,96.36666667,Unique
24.45,96.36666667,Unique
24.78333333,96.36666667,Unique
24.76666667,96.38333333,Unique
20.78333333,96.4,Unique
20.81666667,96.4,Unique
20.88333333,96.4,Unique
21.98333333,96.4,Unique
23.96666667,96.4,Unique
24.23333333,96.4,Unique
18.7,96.41666667,Unique
26.16666667,96.41666667,Unique
18.7,96.416667,Unique
21.783333,96.433333,Unique
18.46666667,96.43333333,Unique
18.48333333,96.43333333,Unique
18.93333333,96.43333333,Unique
18.95,96.43333333,Unique
17.33333333,96.45,Unique
21.98333333,96.45,Unique
23.01666667,96.45,Unique
24.86666667,96.45,Unique
17.31666667,96.46666667,Unique
21.98333333,96.46666667,Unique
22.03333333,96.46666667,Unique
21.433333,96.466667,Unique
17.333333,96.483333,Unique
19.03333333,96.48333333,Unique
24.36666667,96.48333333,Unique
24.95,96.48333333,Unique
25.01666667,96.48333333,Unique
18.41666667,96.5,Unique
19.56666667,96.5,Unique
22.83333333,96.5,Unique
22.91666667,96.5,Unique
24.96666667,96.5,Unique
25,96.5,Unique
26.5,96.5,Unique
26.66666667,96.5,Unique
22.06666667,96.51666667,Unique
22.35046,96.52709,Unique
17.33333333,96.53333333,Unique
20.96666667,96.53333333,Unique
24.5,96.53333333,Unique
24.98333333,96.53333333,Unique
25.63333333,96.53333333,Unique
18.96666667,96.55,Unique
19,96.55,Unique
19.01666667,96.55,Unique
20.93333333,96.55,Unique
23.15,96.55,Unique
24.98333333,96.55,Unique
18.81666667,96.56666667,Unique
20.63333333,96.56666667,Unique
23.38333333,96.56666667,Unique
23.4,96.56666667,Unique
2.25,96.58333333,Unique
22.83333333,96.58333333,Unique
25,96.58333333,Unique
25.08333333,96.58333333,Unique
25.16666667,96.58333333,Unique
25.61666667,96.58333333,Unique
26.25,96.58333333,Unique
26.33333333,96.58333333,Unique
26.41666667,96.58333333,Unique
18.11666667,96.6,Unique
19.85,96.6,Unique
20.58333333,96.6,Unique
23.48333333,96.6,Unique
25.61666667,96.6,Unique
22.28333333,96.61666667,Unique
17.73333333,96.63333333,Unique
23.1,96.63333333,Unique
23.46666667,96.63333333,Unique
25.56666667,96.63333333,Unique
20.660603,96.634881,Unique
25.125018,96.644906,Unique
20.78333333,96.65,Unique
23.06666667,96.65,Unique
23.46666667,96.65,Unique
18.45,96.66666667,Unique
22.75,96.66666667,Unique
23.11666667,96.66666667,Unique
25.08333333,96.66666667,Unique
25.16666667,96.66666667,Unique
25.33333333,96.66666667,Unique
25.75,96.66666667,Unique
25.91666667,96.66666667,Unique
26.16666667,96.66666667,Unique
26.33333333,96.66666667,Unique
26.41666667,96.66666667,Unique
17.4667,96.6833,Unique
17.7666666,96.68333333,Unique
18.55,96.68333333,Unique
18.95,96.68333333,Unique
23.1,96.68333333,Unique
17.88333333,96.71666667,Unique
22.23333333,96.71666667,Unique
25.13333333,96.71666667,Unique
25.53333333,96.71666667,Unique
17.866666,96.73333,Unique
24.16666667,96.73333333,Unique
25.51666667,96.73333333,Unique
25.6,96.73333333,Unique
17.66666667,96.75,Unique
17.93333333,96.75,Unique
22.75,96.75,Unique
22.83333333,96.75,Unique
23.08333333,96.75,Unique
25.5,96.75,Unique
18.33333333,96.76666667,Unique
25.23333333,96.76666667,Unique
25.38333333,96.76666667,Unique
25.41666667,96.76666667,Unique
25.45,96.76666667,Unique
25.56666667,96.76666667,Unique
17.5,96.7667,Unique
22.2833333,96.7833333,Unique
20.11666667,96.78333333,Unique
20.78333333,96.8,Unique
22.316667,96.8,Unique
24.21666667,96.8,Unique
25.23333333,96.8,Unique
25.2,96.81666667,Unique
25.28333333,96.81666667,Unique
25.56666667,96.81666667,Unique
25.61666667,96.81666667,Unique
20.71666667,96.83333333,Unique
22.75,96.83333333,Unique
24.21666667,96.83333333,Unique
17.46666667,96.85,Unique
18.08333333,96.85,Unique
22.26666667,96.85,Unique
25.61666667,96.85,Unique
25.63333333,96.85,Unique
25.71666667,96.85,Unique
22.343056,96.859722,Unique
16.63333333,96.86666667,Unique
